customer_id,answered,income,female,age,job,num_dependents,rent,own_res,new_car,chk_acct,sav_acct,num_accts,mobile,product
10959,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
11371,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
12198,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
12594,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
12647,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
13489,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
13689,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
14225,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
14422,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
14973,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
15103,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
15239,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
15515,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
15567,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
15714,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
17362,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
17855,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
17871,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
18058,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
18447,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
18477,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
19013,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
19082,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
19222,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
19603,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
19750,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
19896,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
20127,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
20162,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
20320,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
20375,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
20853,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
22209,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
22237,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
22520,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
22628,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
22651,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
22675,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
22831,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
23282,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
23649,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
23778,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
24167,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
24237,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
24496,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
24593,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
24796,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
24841,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
25177,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
25290,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
25418,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
25483,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
25879,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
26446,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
26474,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
26507,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
26817,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
27028,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
27163,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
27239,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
27255,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
27393,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
27668,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
28038,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
28040,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
28072,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
28129,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
28251,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
28553,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
28687,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
28693,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
28749,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
28878,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
29159,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
29324,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
29360,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
538,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
551,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
728,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
1764,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
1820,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
3627,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
3733,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
3987,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
4435,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
4555,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
4649,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
4651,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
4772,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
5386,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
5469,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
5934,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
6087,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
7213,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
7552,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
7707,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
8424,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
8432,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
8511,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
9511,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
9539,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
9807,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
10305,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
12649,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
12882,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
14326,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
15049,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
15163,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
16013,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
16234,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
16664,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
16917,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
17587,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
17981,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
18325,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
19807,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
20713,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
20774,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
21164,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
21507,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
22120,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
22158,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
22504,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
22838,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
23327,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
24154,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
24251,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
24307,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
24606,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
24624,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
25684,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
25752,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
27374,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
28399,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
28512,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
28665,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
28951,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
29268,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
29388,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
29432,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
712,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
812,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
909,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
2114,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
2323,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
2704,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
3467,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
3934,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
4076,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
4149,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
4601,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
4895,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
5713,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
6254,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
6933,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
7820,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
7994,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
8269,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
8684,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
8739,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
8913,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
9067,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
10053,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
11424,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
11672,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
12003,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
12322,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
12377,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
12470,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
12505,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
12669,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
13064,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
13148,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
13364,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
14289,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
14519,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
15477,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
16718,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
17234,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
17557,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
17798,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
18106,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
18329,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
18548,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
20213,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
20351,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
20654,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
20717,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
20808,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
21281,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
21683,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
21996,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
21999,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
22559,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
22973,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
23148,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
23906,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
24393,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
24911,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
26432,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
27249,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
27962,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
28066,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
29450,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
463,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
1565,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
1766,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
2267,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
2394,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
2713,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
2936,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
3297,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
3837,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
4301,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
4715,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
5080,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
6319,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
6797,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
7309,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
7743,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
8723,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
8936,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
9483,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
10045,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
10514,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
10559,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
11809,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
12158,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
12608,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
13220,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
13274,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
14224,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
14299,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
16177,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
16850,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
17505,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
18645,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
19729,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
20355,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
20472,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
20536,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
21471,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
21756,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
23745,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
24020,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
24099,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
25388,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
25390,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
25518,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
25632,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
25657,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
25738,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
25804,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
25826,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
25873,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
25877,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
26118,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
26605,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
26683,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
27611,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
27682,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
27693,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
27845,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
28012,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
28476,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
29011,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
29477,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
29566,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
309,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
770,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
1004,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
1130,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
2594,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
2898,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
2908,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
3374,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
3535,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
4490,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
5244,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
5822,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
6235,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
6723,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
7761,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
7766,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
8473,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
8495,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
8498,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
9682,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
9981,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
10342,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
10457,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
10534,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
10610,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
11585,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
12182,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
12280,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
13816,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
14170,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
14440,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
14827,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
15655,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
15685,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
16314,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
17426,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
18598,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
18733,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
18780,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
18927,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
19038,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
19155,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
19161,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
19337,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
19342,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
19441,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
20191,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
21013,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
21028,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
21636,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
21637,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
21997,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
22721,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
23185,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
24365,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
24535,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
24704,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
24747,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
25181,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
25516,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
27368,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
27377,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
28993,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
29347,0,6740,0,20,2,1,0,1,0,0,1,3,0,0
509,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
836,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
1094,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
1447,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
1522,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
2241,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
2355,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
3261,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
3550,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
3891,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
4173,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
4199,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
4388,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
4451,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
4645,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
4892,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
5107,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
5115,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
7444,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
8537,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
8886,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
9119,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
10186,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
10241,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
10341,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
10593,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
10746,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
11074,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
11312,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
11849,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
12286,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
12549,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
13302,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
14110,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
14205,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
14847,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
15376,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
15702,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
16411,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
17354,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
17567,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
19100,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
19422,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
19888,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
20107,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
21011,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
21765,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
22019,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
22611,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
