created_at,text,conversation_id,edit_history_tweet_ids,possibly_sensitive,reply_settings,lang,author_id,id,entities.urls,entities.annotations,edit_controls.edits_remaining,edit_controls.is_edit_eligible,edit_controls.editable_until,geo.place_id,attachments.media_keys,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,entities.hashtags,referenced_tweets,in_reply_to_user_id,username,name,location,keyword,entities.mentions,attachments.poll_ids,attachments.media_source_tweet_id,entities.cashtags,withheld.country_codes
2024-02-12T01:27:37.000Z,"RT @PatriotPicTaker: SUPERBOWL HEADLINES FROM 1st HALF
~49ers dominated but only lead 10-3.
~49ers defensive leader freak injury while on s…",1.7568525239257254e+18,['1756852523925725362'],FALSE,everyone,en,1.4929749614300406e+18,1.7568525239257254e+18,,"[{'start': 56, 'end': 60, 'probability': 0.9544, 'type': 'Organization', 'normalized_text': '49ers'}, {'start': 93, 'end': 97, 'probability': 0.9719, 'type': 'Organization', 'normalized_text': '49ers'}]",5,FALSE,2024-02-12T02:27:37.000Z,,,1,0,0,0,0,0,,"[{'type': 'retweeted', 'id': '1756851217580343753'}]",,PatriotPicTaker,TRUMP IS BEING RAILROADED🗡🇺🇲,BossTown🍺 🏒 ⚾️ 🏈 🏀,Apartments.com,"[{'start': 3, 'end': 19, 'username': 'PatriotPicTaker', 'id': '1492974961430040579'}]",,,,
2024-02-12T01:27:37.000Z,"RT @PatriotPicTaker: SUPERBOWL HEADLINES FROM 1st HALF
~49ers dominated but only lead 10-3.
~49ers defensive leader freak injury while on s…",1.7568525239257254e+18,['1756852523925725362'],FALSE,everyone,en,1.4929749614300406e+18,1.7568525239257254e+18,,"[{'start': 56, 'end': 60, 'probability': 0.9544, 'type': 'Organization', 'normalized_text': '49ers'}, {'start': 93, 'end': 97, 'probability': 0.9719, 'type': 'Organization', 'normalized_text': '49ers'}]",5,FALSE,2024-02-12T02:27:37.000Z,,,1,0,0,0,0,0,,"[{'type': 'retweeted', 'id': '1756851217580343753'}]",,PatriotPicTaker,TRUMP IS BEING RAILROADED🗡🇺🇲,BossTown🍺 🏒 ⚾️ 🏈 🏀,Apartments.com,"[{'start': 3, 'end': 19, 'username': 'PatriotPicTaker', 'id': '1492974961430040579'}]",,,,
2024-02-12T01:27:34.000Z,"RT @GoodTroubleShow: Following the 49ers walloping The Chiefs, join us for our post Super Bowl UFO Show.  We don't have Usher, but we can d…",1.7568525122403492e+18,['1756852512240349258'],FALSE,everyone,en,2155207283,1.7568525122403492e+18,,"[{'start': 35, 'end': 39, 'probability': 0.943, 'type': 'Organization', 'normalized_text': '49ers'}, {'start': 55, 'end': 60, 'probability': 0.7213, 'type': 'Organization', 'normalized_text': 'Chiefs'}, {'start': 84, 'end': 93, 'probability': 0.9585, 'type': 'Other', 'normalized_text': 'Super Bowl'}, {'start': 95, 'end': 102, 'probability': 0.7491, 'type': 'Other', 'normalized_text': 'UFO Show'}, {'start': 120, 'end': 124, 'probability': 0.9599, 'type': 'Person', 'normalized_text': 'Usher'}]",5,FALSE,2024-02-12T02:27:34.000Z,,,87,0,0,0,0,0,,"[{'type': 'retweeted', 'id': '1756851906172047869'}]",,beachblond52,Sheryl with an S 🟦🟧🇺🇸🌊,New England,Apartments.com,"[{'start': 3, 'end': 19, 'username': 'GoodTroubleShow', 'id': '1554761421639991296'}]",,,,
2024-02-12T01:25:54.000Z,"RT @GoodTroubleShow: Following the 49ers walloping The Chiefs, join us for our post Super Bowl UFO Show.  We don't have Usher, but we can d…",1.7568520937665167e+18,['1756852093766516834'],FALSE,everyone,en,1.2804543314104402e+18,1.7568520937665167e+18,,"[{'start': 35, 'end': 39, 'probability': 0.943, 'type': 'Organization', 'normalized_text': '49ers'}, {'start': 55, 'end': 60, 'probability': 0.7213, 'type': 'Organization', 'normalized_text': 'Chiefs'}, {'start': 84, 'end': 93, 'probability': 0.9585, 'type': 'Other', 'normalized_text': 'Super Bowl'}, {'start': 95, 'end': 102, 'probability': 0.7491, 'type': 'Other', 'normalized_text': 'UFO Show'}, {'start': 120, 'end': 124, 'probability': 0.9599, 'type': 'Person', 'normalized_text': 'Usher'}]",5,FALSE,2024-02-12T02:25:54.000Z,,,87,0,0,0,0,0,,"[{'type': 'retweeted', 'id': '1756851906172047869'}]",,StandForBetter,StandForBetter.org,Hollywood California,Apartments.com,"[{'start': 3, 'end': 19, 'username': 'GoodTroubleShow', 'id': '1554761421639991296'}]",,,,
2024-02-12T01:25:46.000Z,"RT @GoodTroubleShow: Following the 49ers walloping The Chiefs, join us for our post Super Bowl UFO Show.  We don't have Usher, but we can d…",1.7568520586643743e+18,['1756852058664374368'],FALSE,everyone,en,382895750,1.7568520586643743e+18,,"[{'start': 35, 'end': 39, 'probability': 0.943, 'type': 'Organization', 'normalized_text': '49ers'}, {'start': 55, 'end': 60, 'probability': 0.7213, 'type': 'Organization', 'normalized_text': 'Chiefs'}, {'start': 84, 'end': 93, 'probability': 0.9585, 'type': 'Other', 'normalized_text': 'Super Bowl'}, {'start': 95, 'end': 102, 'probability': 0.7491, 'type': 'Other', 'normalized_text': 'UFO Show'}, {'start': 120, 'end': 124, 'probability': 0.9599, 'type': 'Person', 'normalized_text': 'Usher'}]",5,FALSE,2024-02-12T02:25:46.000Z,,,87,0,0,0,0,0,,"[{'type': 'retweeted', 'id': '1756851906172047869'}]",,Pittfan_76,Terry Bradford,,Apartments.com,"[{'start': 3, 'end': 19, 'username': 'GoodTroubleShow', 'id': '1554761421639991296'}]",,,,
2024-02-12T01:25:36.000Z,"RT @GoodTroubleShow: Following the 49ers walloping The Chiefs, join us for our post Super Bowl UFO Show.  We don't have Usher, but we can d…",1.7568520179164493e+18,['1756852017916449187'],FALSE,everyone,en,271257230,1.7568520179164493e+18,,"[{'start': 35, 'end': 39, 'probability': 0.943, 'type': 'Organization', 'normalized_text': '49ers'}, {'start': 55, 'end': 60, 'probability': 0.7213, 'type': 'Organization', 'normalized_text': 'Chiefs'}, {'start': 84, 'end': 93, 'probability': 0.9585, 'type': 'Other', 'normalized_text': 'Super Bowl'}, {'start': 95, 'end': 102, 'probability': 0.7491, 'type': 'Other', 'normalized_text': 'UFO Show'}, {'start': 120, 'end': 124, 'probability': 0.9599, 'type': 'Person', 'normalized_text': 'Usher'}]",5,FALSE,2024-02-12T02:25:36.000Z,,,87,0,0,0,0,0,,"[{'type': 'retweeted', 'id': '1756851906172047869'}]",,RickyNoren,ℜ𝔢𝔳𝔢𝔯𝔢𝔫𝔡 Ricky Noren ✝️✝️✝️,Minneapolis,Apartments.com,"[{'start': 3, 'end': 19, 'username': 'GoodTroubleShow', 'id': '1554761421639991296'}]",,,,
2024-02-12T01:25:36.000Z,"RT @GoodTroubleShow: Following the 49ers walloping The Chiefs, join us for our post Super Bowl UFO Show.  We don't have Usher, but we can d…",1.7568520179164493e+18,['1756852017916449187'],FALSE,everyone,en,271257230,1.7568520179164493e+18,,"[{'start': 35, 'end': 39, 'probability': 0.943, 'type': 'Organization', 'normalized_text': '49ers'}, {'start': 55, 'end': 60, 'probability': 0.7213, 'type': 'Organization', 'normalized_text': 'Chiefs'}, {'start': 84, 'end': 93, 'probability': 0.9585, 'type': 'Other', 'normalized_text': 'Super Bowl'}, {'start': 95, 'end': 102, 'probability': 0.7491, 'type': 'Other', 'normalized_text': 'UFO Show'}, {'start': 120, 'end': 124, 'probability': 0.9599, 'type': 'Person', 'normalized_text': 'Usher'}]",5,FALSE,2024-02-12T02:25:36.000Z,,,87,0,0,0,0,0,,"[{'type': 'retweeted', 'id': '1756851906172047869'}]",,RickyNoren,ℜ𝔢𝔳𝔢𝔯𝔢𝔫𝔡 Ricky Noren ✝️✝️✝️,Minneapolis,Apartments.com,"[{'start': 3, 'end': 19, 'username': 'GoodTroubleShow', 'id': '1554761421639991296'}]",,,,
2024-02-12T01:25:09.000Z,"Following the 49ers walloping The Chiefs, join us for our post Super Bowl UFO Show.  We don't have Usher, but we can do one better with Sean Cahill to discuss UFOs and NEWS ON SOL.

After the game CLICK 👉
https://t.co/cJcSBefEAu

#SBLVIII
#ufotwitter 
#SuperBowl 
#Aliens
#ufos https://t.co/yMqUh7cFXu",1.756851906172048e+18,['1756851906172047869'],FALSE,everyone,en,1.5547614216399913e+18,1.756851906172048e+18,"[{'start': 205, 'end': 228, 'url': 'https://t.co/cJcSBefEAu', 'expanded_url': 'https://youtube.com/live/hpfjNlnxxVw', 'display_url': 'youtube.com/live/hpfjNlnxx…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1756744003297624064/Fi1-RyYr?format=jpg&name=orig', 'width': 1280, 'height': 720}, {'url': 'https://pbs.twimg.com/news_img/1756744003297624064/Fi1-RyYr?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'UFO at The Super Bowl? Our Post Superbowl 58 UFO Show', 'description': 'Super Bowl 58 between the San Francisco 49ers and the Kansas City Chiefs will bring you the Superbowl halftime UFO / Flying Saucer Squarespace, @squarespace ...', 'unwound_url': 'https://www.youtube.com/live/hpfjNlnxxVw'}, {'start': 278, 'end': 301, 'url': 'https://t.co/yMqUh7cFXu', 'expanded_url': 'https://twitter.com/GoodTroubleShow/status/1756851906172047869/video/1', 'display_url': 'pic.twitter.com/yMqUh7cFXu', 'media_key': '7_1756851685102866433'}]","[{'start': 14, 'end': 18, 'probability': 0.8792, 'type': 'Organization', 'normalized_text': '49ers'}, {'start': 34, 'end': 39, 'probability': 0.7074, 'type': 'Organization', 'normalized_text': 'Chiefs'}, {'start': 63, 'end': 72, 'probability': 0.9434, 'type': 'Other', 'normalized_text': 'Super Bowl'}, {'start': 74, 'end': 81, 'probability': 0.7674, 'type': 'Other', 'normalized_text': 'UFO Show'}, {'start': 99, 'end': 103, 'probability': 0.9407, 'type': 'Person', 'normalized_text': 'Usher'}, {'start': 136, 'end': 146, 'probability': 0.8554, 'type': 'Person', 'normalized_text': 'Sean Cahill'}, {'start': 159, 'end': 162, 'probability': 0.5432, 'type': 'Other', 'normalized_text': 'UFOs'}, {'start': 231, 'end': 237, 'probability': 0.5068, 'type': 'Other', 'normalized_text': 'SBLVIII'}, {'start': 240, 'end': 249, 'probability': 0.6323, 'type': 'Other', 'normalized_text': 'ufotwitter'}, {'start': 253, 'end': 261, 'probability': 0.8477, 'type': 'Other', 'normalized_text': 'SuperBowl'}, {'start': 265, 'end': 270, 'probability': 0.6631, 'type': 'Other', 'normalized_text': 'Aliens'}, {'start': 273, 'end': 276, 'probability': 0.4841, 'type': 'Other', 'normalized_text': 'ufos'}]",5,FALSE,2024-02-12T02:25:09.000Z,,['7_1756851685102866433'],87,13,188,3,3,14675,"[{'start': 230, 'end': 238, 'tag': 'SBLVIII'}, {'start': 239, 'end': 250, 'tag': 'ufotwitter'}, {'start': 252, 'end': 262, 'tag': 'SuperBowl'}, {'start': 264, 'end': 271, 'tag': 'Aliens'}, {'start': 272, 'end': 277, 'tag': 'ufos'}]",,,GoodTroubleShow,The Good Trouble Show with Matt Ford,"Hollywood, CA",Apartments.com,,,,,
2024-02-12T01:25:07.000Z,"RT @laxmasmusica: #JeffGoldblum es demasiado cool no?? 🏈😌

#SuperBowl 

Vía @ComplexPop https://t.co/Ih4ytx3jgQ",1.7568518983620652e+18,['1756851898362065174'],TRUE,everyone,es,439577377,1.7568518983620652e+18,"[{'start': 88, 'end': 111, 'url': 'https://t.co/Ih4ytx3jgQ', 'expanded_url': 'https://twitter.com/laxmasmusica/status/1756851255496859725/video/1', 'display_url': 'pic.twitter.com/Ih4ytx3jgQ', 'media_key': '7_1756851212836646912'}]","[{'start': 19, 'end': 30, 'probability': 0.8384, 'type': 'Person', 'normalized_text': 'JeffGoldblum'}, {'start': 60, 'end': 68, 'probability': 0.9608, 'type': 'Other', 'normalized_text': 'SuperBowl'}]",5,FALSE,2024-02-12T02:25:07.000Z,,['7_1756851212836646912'],7,0,0,0,0,0,"[{'start': 18, 'end': 31, 'tag': 'JeffGoldblum'}, {'start': 59, 'end': 69, 'tag': 'SuperBowl'}]","[{'type': 'retweeted', 'id': '1756851255496859725'}]",,CopitoMargarita,El Divino Putas, ● Bogotá ▪ colombia,Apartments.com,"[{'start': 3, 'end': 16, 'username': 'laxmasmusica', 'id': '110787295'}, {'start': 76, 'end': 87, 'username': 'ComplexPop', 'id': '256596567'}]",,['1756851255496859725'],,
2024-02-12T01:23:56.000Z,The football moment of the season was when the Toy Story Aliens were the camera people for an animated game in Andy’s Room. #SuperBowl,1.756851600365138e+18,['1756851600365137930'],FALSE,everyone,en,1.1163281076513423e+18,1.756851600365138e+18,,"[{'start': 47, 'end': 62, 'probability': 0.958, 'type': 'Other', 'normalized_text': 'Toy Story Aliens'}, {'start': 111, 'end': 121, 'probability': 0.9697, 'type': 'Other', 'normalized_text': 'Andy’s Room'}, {'start': 125, 'end': 133, 'probability': 0.9131, 'type': 'Other', 'normalized_text': 'SuperBowl'}]",5,TRUE,2024-02-12T02:23:56.000Z,,,0,0,1,0,0,140,"[{'start': 124, 'end': 134, 'tag': 'SuperBowl'}]",,,alonelypolaroid,Marissa,"Massachusetts, USA",Apartments.com,,,,,
2024-02-12T01:23:09.000Z,"RT @TerrorActo_: ¿Una de aliens dirigida por Martin Scorsese? Aquí está HELLO DOWN THERE, el spot de Squarespace dirigido por el legendario…",1.7568514009091443e+18,['1756851400909144222'],FALSE,everyone,es,277775834,1.7568514009091443e+18,,"[{'start': 45, 'end': 59, 'probability': 0.971, 'type': 'Person', 'normalized_text': 'Martin Scorsese'}, {'start': 101, 'end': 111, 'probability': 0.8497, 'type': 'Other', 'normalized_text': 'Squarespace'}]",5,FALSE,2024-02-12T02:23:09.000Z,,,21,0,0,0,0,0,,"[{'type': 'retweeted', 'id': '1756761758843154863'}]",,Wthomasg,El diario de noa,"Lima, Peru",Apartments.com,"[{'start': 3, 'end': 15, 'username': 'TerrorActo_', 'id': '1432762674933374985'}]",,,,
2024-02-12T01:23:08.000Z,@MountainDew SpongeBob ruined the Superbowl for me so the cat and I are having our Mt. Dew at home while watching Ancient Aliens. 😂,1.7568271458237773e+18,['1756851395418882499'],FALSE,everyone,en,1.3361003299061842e+18,1.7568513954188826e+18,,"[{'start': 13, 'end': 21, 'probability': 0.6925, 'type': 'Other', 'normalized_text': 'SpongeBob'}, {'start': 34, 'end': 42, 'probability': 0.8994, 'type': 'Other', 'normalized_text': 'Superbowl'}, {'start': 83, 'end': 89, 'probability': 0.5772, 'type': 'Other', 'normalized_text': 'Mt. Dew'}, {'start': 114, 'end': 127, 'probability': 0.9157, 'type': 'Other', 'normalized_text': 'Ancient Aliens'}]",5,FALSE,2024-02-12T02:23:08.000Z,,,0,0,0,0,0,69,,"[{'type': 'replied_to', 'id': '1756827145823777202'}]",18313840,JoanaVotesBlue,TheLastAnemone,Coastal South Carolina ,Apartments.com,"[{'start': 0, 'end': 12, 'username': 'MountainDew', 'id': '18313840'}]",,,,
2024-02-12T01:22:34.000Z,"#JeffGoldblum es demasiado cool no?? 🏈😌

#SuperBowl 

Vía @ComplexPop https://t.co/Ih4ytx3jgQ",1.7568512554968596e+18,['1756851255496859725'],FALSE,everyone,es,110787295,1.7568512554968596e+18,"[{'start': 70, 'end': 93, 'url': 'https://t.co/Ih4ytx3jgQ', 'expanded_url': 'https://twitter.com/laxmasmusica/status/1756851255496859725/video/1', 'display_url': 'pic.twitter.com/Ih4ytx3jgQ', 'media_key': '7_1756851212836646912'}]","[{'start': 1, 'end': 12, 'probability': 0.8048, 'type': 'Person', 'normalized_text': 'JeffGoldblum'}, {'start': 42, 'end': 50, 'probability': 0.9754, 'type': 'Other', 'normalized_text': 'SuperBowl'}]",5,TRUE,2024-02-12T02:22:34.000Z,,['7_1756851212836646912'],7,2,229,0,0,14290,"[{'start': 0, 'end': 13, 'tag': 'JeffGoldblum'}, {'start': 41, 'end': 51, 'tag': 'SuperBowl'}]",,,laxmasmusica,La X Más Música,Bogotá - Colombia,Apartments.com,"[{'start': 58, 'end': 69, 'username': 'ComplexPop', 'id': '256596567'}]",,,,
2024-02-12T01:22:31.000Z,Jesus and aliens are running the commercials this year. #SuperBowl #SuperBowl2024 #49ers #Chiefs #cbs,1.7568512420963249e+18,['1756851242096324980'],FALSE,everyone,en,2767513345,1.7568512420963249e+18,,"[{'start': 0, 'end': 4, 'probability': 0.8508, 'type': 'Person', 'normalized_text': 'Jesus'}, {'start': 57, 'end': 65, 'probability': 0.8727, 'type': 'Other', 'normalized_text': 'SuperBowl'}, {'start': 68, 'end': 80, 'probability': 0.8345, 'type': 'Other', 'normalized_text': 'SuperBowl2024'}, {'start': 83, 'end': 87, 'probability': 0.9278, 'type': 'Organization', 'normalized_text': '49ers'}, {'start': 90, 'end': 95, 'probability': 0.7144, 'type': 'Organization', 'normalized_text': 'Chiefs'}, {'start': 98, 'end': 100, 'probability': 0.6006, 'type': 'Organization', 'normalized_text': 'cbs'}]",5,TRUE,2024-02-12T02:22:31.000Z,0509a6acb3d27ec4,,0,0,1,0,0,487,"[{'start': 56, 'end': 66, 'tag': 'SuperBowl'}, {'start': 67, 'end': 81, 'tag': 'SuperBowl2024'}, {'start': 82, 'end': 88, 'tag': '49ers'}, {'start': 89, 'end': 96, 'tag': 'Chiefs'}, {'start': 97, 'end': 101, 'tag': 'cbs'}]",,,OngCody,Cody James Ong,"Los Angeles, CA",Apartments.com,,,,,
2024-02-12T01:22:25.000Z,"SUPERBOWL HEADLINES FROM 1st HALF
~49ers dominated but only lead 10-3.
~49ers defensive leader freak injury while on sideline. Big problem for 2nd half.
~T. Swifty's angry boyfriend attacked his elderly coach, almost knocked him down!
~Commercial says we should wash aliens feet!",1.7568512175803438e+18,['1756851217580343753'],FALSE,everyone,en,1.4929749614300406e+18,1.7568512175803438e+18,,"[{'start': 35, 'end': 39, 'probability': 0.9313, 'type': 'Organization', 'normalized_text': '49ers'}, {'start': 72, 'end': 76, 'probability': 0.9257, 'type': 'Organization', 'normalized_text': '49ers'}, {'start': 154, 'end': 162, 'probability': 0.8121, 'type': 'Person', 'normalized_text': 'T. Swifty'}]",5,TRUE,2024-02-12T02:22:25.000Z,,,1,2,5,0,0,175,,,,PatriotPicTaker,TRUMP IS BEING RAILROADED🗡🇺🇲,BossTown🍺 🏒 ⚾️ 🏈 🏀,Apartments.com,,,,,
2024-02-12T01:22:25.000Z,"SUPERBOWL HEADLINES FROM 1st HALF
~49ers dominated but only lead 10-3.
~49ers defensive leader freak injury while on sideline. Big problem for 2nd half.
~T. Swifty's angry boyfriend attacked his elderly coach, almost knocked him down!
~Commercial says we should wash aliens feet!",1.7568512175803438e+18,['1756851217580343753'],FALSE,everyone,en,1.4929749614300406e+18,1.7568512175803438e+18,,"[{'start': 35, 'end': 39, 'probability': 0.9313, 'type': 'Organization', 'normalized_text': '49ers'}, {'start': 72, 'end': 76, 'probability': 0.9257, 'type': 'Organization', 'normalized_text': '49ers'}, {'start': 154, 'end': 162, 'probability': 0.8121, 'type': 'Person', 'normalized_text': 'T. Swifty'}]",5,TRUE,2024-02-12T02:22:25.000Z,,,1,2,5,0,0,175,,,,PatriotPicTaker,TRUMP IS BEING RAILROADED🗡🇺🇲,BossTown🍺 🏒 ⚾️ 🏈 🏀,Apartments.com,,,,,
2024-02-12T01:21:52.000Z,"RT @PhrequencyWubs: A lot of commercials involving aliens. It’s like they’re trying to tell us something 👀

#SuperBowl",1.756851079147369e+18,['1756851079147368875'],FALSE,everyone,en,1.4230586021981757e+18,1.756851079147369e+18,,"[{'start': 109, 'end': 117, 'probability': 0.9513, 'type': 'Other', 'normalized_text': 'SuperBowl'}]",5,FALSE,2024-02-12T02:21:52.000Z,,,1,0,0,0,0,0,"[{'start': 108, 'end': 118, 'tag': 'SuperBowl'}]","[{'type': 'retweeted', 'id': '1756850719406067842'}]",,Exseanision,SeanTDM 💎 👑 😎 (follows back),,Apartments.com,"[{'start': 3, 'end': 18, 'username': 'PhrequencyWubs', 'id': '608593386'}]",,,,
2024-02-12T01:20:26.000Z,"A lot of commercials involving aliens. It’s like they’re trying to tell us something 👀

#SuperBowl",1.756850719406068e+18,['1756850719406067842'],FALSE,everyone,en,608593386,1.756850719406068e+18,,"[{'start': 89, 'end': 97, 'probability': 0.9475, 'type': 'Other', 'normalized_text': 'SuperBowl'}]",5,TRUE,2024-02-12T02:20:26.000Z,,,1,1,5,0,1,611,"[{'start': 88, 'end': 98, 'tag': 'SuperBowl'}]",,,PhrequencyWubs,Phrequency,"Wisconsin, USA",Apartments.com,,,,,
2024-02-12T01:15:33.000Z,Even aliens enjoy the Superbowl. https://t.co/4SRqPzVRzk,1.7568494895689938e+18,['1756849489568993691'],FALSE,everyone,en,250721439,1.7568494895689938e+18,"[{'start': 33, 'end': 56, 'url': 'https://t.co/4SRqPzVRzk', 'expanded_url': 'https://twitter.com/LoriLightfoot/status/1624912421985951744', 'display_url': 'x.com/LoriLightfoot/…'}]","[{'start': 22, 'end': 30, 'probability': 0.9344, 'type': 'Other', 'normalized_text': 'Superbowl'}]",5,TRUE,2024-02-12T02:15:33.000Z,,,0,0,0,0,0,33,,"[{'type': 'quoted', 'id': '1624912421985951744'}]",,bbeltz1,Bryan Beltz,"Florida, USA",Apartments.com,,,,,
2024-02-12T01:13:59.000Z,RT @blackvaultcom: Seeing aliens and UFOs at the #SuperBowl a lot. You?,1.7568490959503567e+18,['1756849095950356701'],FALSE,everyone,en,2491404815,1.7568490959503567e+18,,"[{'start': 50, 'end': 58, 'probability': 0.9738, 'type': 'Other', 'normalized_text': 'SuperBowl'}]",5,FALSE,2024-02-12T02:13:59.000Z,,,30,0,0,0,0,0,"[{'start': 49, 'end': 59, 'tag': 'SuperBowl'}]","[{'type': 'retweeted', 'id': '1756831114402881862'}]",,BerubeNathaniel,The optimist,,Apartments.com,"[{'start': 3, 'end': 17, 'username': 'blackvaultcom', 'id': '71320740'}]",,,,
2024-02-12T01:13:35.000Z,"End of the 2Q:

1) BMW - Walken
2) Dunkin - Dunkings
3) Statefarm - Ahhnold
4) M&amp;M - Ring of Almost
5) CeraVe - Cera
6) Reese’s - No Yes 
7)Oreo - Twist
8) T Mobile - Magenta
9) Google - 2 Faces
10) Apartments - Aliens
#SuperBowl   #SuperBowlLVIII   #NicksSBCommercialRanking",1.7568168947477015e+18,['1756848995245146390'],FALSE,everyone,en,294920612,1.7568489952451464e+18,,"[{'start': 19, 'end': 21, 'probability': 0.7332, 'type': 'Organization', 'normalized_text': 'BMW'}]",5,FALSE,2024-02-12T02:13:35.000Z,,,0,1,0,0,0,269,"[{'start': 223, 'end': 233, 'tag': 'SuperBowl'}, {'start': 236, 'end': 251, 'tag': 'SuperBowlLVIII'}, {'start': 254, 'end': 279, 'tag': 'NicksSBCommercialRanking'}]","[{'type': 'replied_to', 'id': '1756845729316778275'}]",294920612,NickRhimself,Nick,,Apartments.com,,,,,
2024-02-12T01:13:35.000Z,"End of the 2Q:

1) BMW - Walken
2) Dunkin - Dunkings
3) Statefarm - Ahhnold
4) M&amp;M - Ring of Almost
5) CeraVe - Cera
6) Reese’s - No Yes 
7)Oreo - Twist
8) T Mobile - Magenta
9) Google - 2 Faces
10) Apartments - Aliens
#SuperBowl   #SuperBowlLVIII   #NicksSBCommercialRanking",1.7568168947477015e+18,['1756848995245146390'],FALSE,everyone,en,294920612,1.7568489952451464e+18,,"[{'start': 19, 'end': 21, 'probability': 0.7332, 'type': 'Organization', 'normalized_text': 'BMW'}]",5,FALSE,2024-02-12T02:13:35.000Z,,,0,1,0,0,0,269,"[{'start': 223, 'end': 233, 'tag': 'SuperBowl'}, {'start': 236, 'end': 251, 'tag': 'SuperBowlLVIII'}, {'start': 254, 'end': 279, 'tag': 'NicksSBCommercialRanking'}]","[{'type': 'replied_to', 'id': '1756845729316778275'}]",294920612,NickRhimself,Nick,,Apartments.com,,,,,
2024-02-12T01:12:10.000Z,The theme of the SuperBowl is aliens,1.7568486368963668e+18,['1756848636896366937'],FALSE,everyone,en,1.2367798258656543e+18,1.7568486368963668e+18,,"[{'start': 17, 'end': 25, 'probability': 0.9813, 'type': 'Other', 'normalized_text': 'SuperBowl'}]",5,TRUE,2024-02-12T02:12:10.000Z,,,0,0,1,0,0,29,,,,thefujikawa,Jonah Fujikawa,"Austin, TX",Apartments.com,,,,,
2024-02-12T01:11:14.000Z,"wow five alien commercials in the superbowl

definitely no aliens coming this year before the election",1.7568484018685668e+18,['1756848401868566658'],FALSE,everyone,en,1.701312938642985e+18,1.7568484018685668e+18,,,5,TRUE,2024-02-12T02:11:14.000Z,,,0,0,1,0,0,29,,,,GoopyNwild,GoopyNwild,yo mamas house,Apartments.com,,,,,
2024-02-12T01:06:40.000Z,When aliens study the wastefulness of this planet they will have a whole chapter on that RFK JR Super Bowl commercial 🤣🤣🤣 #SuperBowl,1.756847253388444e+18,['1756847253388443984'],FALSE,everyone,en,1934618810,1.756847253388444e+18,,"[{'start': 89, 'end': 91, 'probability': 0.6323, 'type': 'Other', 'normalized_text': 'RFK'}, {'start': 93, 'end': 105, 'probability': 0.7311, 'type': 'Other', 'normalized_text': 'JR Super Bowl'}, {'start': 123, 'end': 131, 'probability': 0.8905, 'type': 'Other', 'normalized_text': 'SuperBowl'}]",5,TRUE,2024-02-12T02:06:40.000Z,,,0,0,1,0,0,254,"[{'start': 122, 'end': 132, 'tag': 'SuperBowl'}]",,,Unger2Unger,Regnu Mas,"Orlando, FL",Apartments.com,,,,,
2024-02-12T01:06:23.000Z,No one is going to convince me that whatever the hell that Kennedy ad was it wasn't sent to us from aliens. #SuperBowl,1.7568471809947077e+18,['1756847180994707677'],FALSE,everyone,en,351260120,1.7568471809947077e+18,,"[{'start': 59, 'end': 65, 'probability': 0.6885, 'type': 'Person', 'normalized_text': 'Kennedy'}, {'start': 109, 'end': 117, 'probability': 0.9335, 'type': 'Other', 'normalized_text': 'SuperBowl'}]",5,TRUE,2024-02-12T02:06:23.000Z,,,1,0,8,0,0,611,"[{'start': 108, 'end': 118, 'tag': 'SuperBowl'}]",,,DCampoamor,Danielle Campoamor,"New York, NY",Apartments.com,,,,,
